Instance, Tickets
2017-10-26 00:00:15.812500, 18
2017-10-26 00:01:07.687600, 18
2017-10-26 00:01:59.140900, 18
2017-10-26 00:02:51.094100, 18
2017-10-26 00:03:42.750500, 18
2017-10-26 00:04:34.516200, 18
2017-10-26 00:05:25.969400, 18
2017-10-26 00:06:17.313300, 0
2017-10-26 00:06:17.547600, 0
2017-10-26 00:06:17.657000, 0
2017-10-26 00:06:17.766400, 0
2017-10-26 00:06:17.985100, 0
2017-10-26 00:06:18.235100, 0
2017-10-26 00:06:27.594500, 0
2017-10-26 00:06:27.828900, 0
2017-10-26 00:06:27.938300, 0
2017-10-26 00:06:28.078900, 0
2017-10-26 00:06:28.313300, 0
2017-10-26 00:06:28.688300, 0
2017-10-26 00:06:37.875800, 0
2017-10-26 00:06:38.125800, 0
2017-10-26 00:06:38.235200, 0
2017-10-26 00:06:38.391400, 0
2017-10-26 00:06:38.625800, 0
2017-10-26 00:06:39.047700, 0
2017-10-26 00:06:48.157100, 0
2017-10-26 00:06:48.391400, 0
2017-10-26 00:06:48.532100, 0
2017-10-26 00:06:48.703900, 0
2017-10-26 00:06:48.953900, 0
2017-10-26 00:06:49.407100, 0
2017-10-26 00:06:58.438400, 0
2017-10-26 00:06:58.672700, 0
2017-10-26 00:06:58.813300, 0
2017-10-26 00:06:59.000800, 0
2017-10-26 00:06:59.282100, 0
2017-10-26 00:06:59.735200, 0
2017-10-26 00:07:08.719700, 0
2017-10-26 00:07:08.954000, 0
2017-10-26 00:07:09.094800, 0
2017-10-26 00:07:09.266500, 0
2017-10-26 00:07:09.563300, 0
2017-10-26 00:07:10.094700, 0
2017-10-26 00:07:19.000900, 0
2017-10-26 00:07:19.250900, 0
2017-10-26 00:07:19.391500, 0
2017-10-26 00:07:19.563400, 0
2017-10-26 00:07:19.860200, 0
2017-10-26 00:07:20.110200, 0
2017-10-26 00:07:20.454000, 0
2017-10-26 00:07:29.266500, 0
2017-10-26 00:07:29.532100, 0
2017-10-26 00:07:29.672700, 0
2017-10-26 00:07:29.829000, 0
2017-10-26 00:07:30.407100, 0
2017-10-26 00:07:30.797800, 0
2017-10-26 00:07:39.547800, 0
2017-10-26 00:07:39.797800, 0
2017-10-26 00:07:39.938400, 0
2017-10-26 00:07:40.110300, 0
2017-10-26 00:07:40.750900, 0
2017-10-26 00:07:41.141500, 0
2017-10-26 00:07:49.875900, 0
2017-10-26 00:07:50.125900, 0
2017-10-26 00:07:50.266600, 0
2017-10-26 00:07:50.407200, 0
2017-10-26 00:07:51.032200, 0
2017-10-26 00:07:51.485300, 0
2017-10-26 00:08:00.391600, 0
2017-10-26 00:08:00.547800, 0
2017-10-26 00:08:00.672800, 0
2017-10-26 00:08:00.813400, 0
2017-10-26 00:08:01.329100, 0
2017-10-26 00:08:01.844700, 0
2017-10-26 00:08:10.688500, 0
2017-10-26 00:08:10.844700, 0
2017-10-26 00:08:10.954100, 0
2017-10-26 00:08:11.110300, 0
2017-10-26 00:08:11.719700, 0
2017-10-26 00:08:12.157200, 0
2017-10-26 00:08:20.969700, 0
2017-10-26 00:08:21.110300, 0
2017-10-26 00:08:21.251000, 0
2017-10-26 00:08:21.376000, 0
2017-10-26 00:08:22.001000, 0
2017-10-26 00:08:22.516600, 0
2017-10-26 00:08:31.251000, 0
2017-10-26 00:08:31.391700, 0
2017-10-26 00:08:31.532200, 0
2017-10-26 00:08:31.672900, 0
2017-10-26 00:08:32.282300, 0
2017-10-26 00:08:32.876000, 0
2017-10-26 00:08:41.532200, 0
