Instance, Tickets
2017-10-25 12:16:55.482800, 11
2017-10-25 12:17:05.857800, 12
2017-10-25 12:17:16.217200, 12
2017-10-25 12:17:26.607900, 12
2017-10-25 12:17:36.967200, 11
2017-10-25 12:17:47.467300, 11
2017-10-25 12:17:57.873500, 11
2017-10-25 12:18:08.279800, 11
2017-10-25 12:18:18.639200, 11
2017-10-25 12:18:29.029900, 11
2017-10-25 12:18:39.451700, 11
2017-10-25 12:18:49.873600, 11
2017-10-25 12:19:00.295600, 10
2017-10-25 12:19:10.779900, 10
2017-10-25 12:19:21.248700, 10
2017-10-25 12:19:31.764300, 10
2017-10-25 12:19:42.155000, 10
2017-10-25 12:19:52.530000, 10
2017-10-25 12:20:02.936300, 10
2017-10-25 12:20:13.358200, 10
2017-10-25 12:20:23.717600, 10
2017-10-25 12:20:34.077000, 10
2017-10-25 12:20:44.530100, 10
2017-10-25 12:20:54.920800, 10
2017-10-25 12:21:05.311400, 10
2017-10-25 12:21:15.858300, 9
2017-10-25 12:21:26.264500, 9
2017-10-25 12:21:36.655200, 9
2017-10-25 12:21:47.045900, 8
2017-10-25 12:21:57.405300, 8
2017-10-25 12:22:07.795900, 8
2017-10-25 12:22:18.186500, 8
2017-10-25 12:22:28.592800, 8
2017-10-25 12:22:38.920900, 8
2017-10-25 12:22:49.311600, 8
2017-10-25 12:22:59.842900, 9
2017-10-25 12:23:10.249100, 9
2017-10-25 12:23:20.686700, 9
2017-10-25 12:23:31.061700, 9
2017-10-25 12:23:41.452300, 9
2017-10-25 12:23:51.843000, 9
2017-10-25 12:24:02.202300, 9
2017-10-25 12:24:12.593000, 10
2017-10-25 12:24:22.999300, 10
2017-10-25 12:24:33.374300, 10
2017-10-25 12:24:44.014900, 11
2017-10-25 12:24:54.405600, 11
2017-10-25 12:25:04.796200, 11
2017-10-25 12:25:15.171300, 11
2017-10-25 12:25:25.515000, 11
2017-10-25 12:25:35.890000, 11
2017-10-25 12:25:46.265100, 11
2017-10-25 12:25:56.624500, 11
2017-10-25 12:26:07.030800, 11
2017-10-25 12:26:17.702600, 11
2017-10-25 12:26:28.343300, 11
2017-10-25 12:26:38.749500, 11
2017-10-25 12:26:49.155800, 11
2017-10-25 12:26:59.577700, 11
2017-10-25 12:27:09.999600, 11
2017-10-25 12:27:20.390200, 11
2017-10-25 12:27:30.796600, 11
2017-10-25 12:27:41.155900, 11
2017-10-25 12:27:51.531000, 11
2017-10-25 12:28:01.921600, 11
2017-10-25 12:28:12.452900, 11
2017-10-25 12:28:22.843500, 11
2017-10-25 12:28:33.234200, 11
2017-10-25 12:28:43.609200, 11
2017-10-25 12:28:54.015500, 11
2017-10-25 12:29:04.374800, 11
2017-10-25 12:29:14.765500, 11
2017-10-25 12:29:25.140500, 11
2017-10-25 12:29:35.515500, 11
2017-10-25 12:29:45.937600, 11
2017-10-25 12:29:56.468700, 11
2017-10-25 12:30:06.843700, 11
2017-10-25 12:30:17.218700, 11
2017-10-25 12:30:27.609400, 11
2017-10-25 12:30:38.015600, 11
2017-10-25 12:30:48.406300, 11
2017-10-25 12:30:58.781300, 11
2017-10-25 12:31:09.156300, 11
2017-10-25 12:31:19.515700, 11
2017-10-25 12:31:29.922000, 11
2017-10-25 12:31:40.422000, 11
2017-10-25 12:31:50.828300, 11
2017-10-25 12:32:01.234600, 11
2017-10-25 12:32:11.640800, 11
2017-10-25 12:32:22.062700, 11
2017-10-25 12:32:32.453400, 11
2017-10-25 12:32:42.844000, 11
2017-10-25 12:32:53.219000, 11
2017-10-25 12:33:03.594100, 11
2017-10-25 12:33:13.984700, 11
2017-10-25 12:33:24.500300, 11
2017-10-25 12:33:35.016000, 11
2017-10-25 12:33:45.453500, 11
2017-10-25 12:33:55.845000, 11
2017-10-25 12:34:06.234800, 11
2017-10-25 12:34:16.609800, 11
2017-10-25 12:34:26.984800, 11
2017-10-25 12:34:37.391100, 11
2017-10-25 12:34:47.766100, 12
2017-10-25 12:34:58.172400, 12
2017-10-25 12:35:08.703700, 12
2017-10-25 12:35:19.063100, 12
2017-10-25 12:35:29.438100, 12
2017-10-25 12:35:39.969300, 12
2017-10-25 12:35:50.344400, 12
2017-10-25 12:36:00.750700, 12
2017-10-25 12:36:11.141300, 12
2017-10-25 12:36:21.547600, 12
2017-10-25 12:36:31.922600, 12
2017-10-25 12:36:42.297600, 12
2017-10-25 12:36:52.797800, 12
2017-10-25 12:37:03.188300, 12
2017-10-25 12:37:13.610200, 12
2017-10-25 12:37:23.969600, 12
2017-10-25 12:37:34.375800, 12
2017-10-25 12:37:44.766500, 12
2017-10-25 12:37:55.157100, 12
2017-10-25 12:38:05.532200, 12
2017-10-25 12:38:15.938600, 12
2017-10-25 12:38:26.313400, 11
2017-10-25 12:38:36.813500, 11
2017-10-25 12:38:47.188500, 11
2017-10-25 12:38:57.563500, 11
2017-10-25 12:39:07.938500, 11
2017-10-25 12:39:18.329200, 11
2017-10-25 12:39:28.704200, 11
2017-10-25 12:39:39.095000, 11
2017-10-25 12:39:49.485700, 11
2017-10-25 12:39:59.860500, 11
2017-10-25 12:40:10.219900, 11
