Instance, Tickets
2017-10-27 00:00:00.460900, 2
2017-10-27 00:00:10.804600, 2
2017-10-27 00:00:21.132800, 2
2017-10-27 00:00:31.414000, 2
2017-10-27 00:00:41.742200, 2
2017-10-27 00:00:52.070300, 2
2017-10-27 00:01:02.414200, 2
2017-10-27 00:01:12.742300, 2
2017-10-27 00:01:23.054700, 2
2017-10-27 00:01:33.507900, 2
2017-10-27 00:01:43.867400, 2
2017-10-27 00:01:54.179800, 2
2017-10-27 00:02:04.508000, 2
2017-10-27 00:02:14.851700, 2
2017-10-27 00:02:25.195500, 2
2017-10-27 00:02:35.508000, 2
2017-10-27 00:02:45.820500, 2
2017-10-27 00:02:56.164300, 2
2017-10-27 00:03:06.492400, 2
2017-10-27 00:03:16.930100, 2
2017-10-27 00:03:27.242500, 2
2017-10-27 00:03:37.555000, 2
2017-10-27 00:03:47.883200, 2
2017-10-27 00:03:58.211300, 2
2017-10-27 00:04:08.539400, 2
2017-10-27 00:04:18.945700, 2
2017-10-27 00:04:29.383300, 2
2017-10-27 00:04:39.898900, 2
2017-10-27 00:04:50.305100, 2
2017-10-27 00:05:00.836700, 2
2017-10-27 00:05:11.164600, 2
2017-10-27 00:05:21.492700, 2
2017-10-27 00:05:31.914600, 2
2017-10-27 00:05:42.320900, 2
2017-10-27 00:05:52.695900, 2
2017-10-27 00:06:03.164700, 2
2017-10-27 00:06:13.508500, 2
2017-10-27 00:06:23.899300, 2
2017-10-27 00:06:34.367900, 2
2017-10-27 00:06:44.742900, 0
2017-10-27 00:06:44.868000, 0
2017-10-27 00:06:55.071100, 0
2017-10-27 00:06:55.196000, 0
2017-10-27 00:07:05.336700, 0
2017-10-27 00:07:05.461700, 0
2017-10-27 00:07:15.649200, 0
2017-10-27 00:07:15.774200, 0
2017-10-27 00:07:25.899200, 0
2017-10-27 00:07:26.055400, 0
2017-10-27 00:07:36.211700, 0
2017-10-27 00:07:36.336800, 0
2017-10-27 00:07:46.508600, 0
2017-10-27 00:07:46.743100, 0
2017-10-27 00:07:56.743100, 0
2017-10-27 00:07:57.024300, 0
2017-10-27 00:08:07.009500, 0
2017-10-27 00:08:07.289900, 0
2017-10-27 00:08:17.289900, 0
2017-10-27 00:08:17.571200, 0
2017-10-27 00:08:27.571200, 0
2017-10-27 00:08:27.852500, 0
2017-10-27 00:08:37.836800, 0
2017-10-27 00:08:38.133700, 0
2017-10-27 00:08:48.165000, 0
2017-10-27 00:08:48.446200, 0
2017-10-27 00:08:58.461900, 0
2017-10-27 00:08:58.711900, 0
2017-10-27 00:09:08.727500, 0
2017-10-27 00:09:08.993200, 0
2017-10-27 00:09:19.008800, 0
2017-10-27 00:09:19.274500, 0
2017-10-27 00:09:29.352600, 0
2017-10-27 00:09:29.587000, 0
2017-10-27 00:09:39.649500, 0
2017-10-27 00:09:39.930700, 0
2017-10-27 00:09:49.962000, 0
2017-10-27 00:09:50.227600, 0
2017-10-27 00:10:00.227600, 0
2017-10-27 00:10:00.508900, 0
2017-10-27 00:10:10.540200, 0
2017-10-27 00:10:10.805800, 0
2017-10-27 00:10:20.790200, 0
2017-10-27 00:10:21.102700, 0
2017-10-27 00:10:31.071500, 0
2017-10-27 00:10:31.384000, 0
2017-10-27 00:10:41.352700, 0
2017-10-27 00:10:41.680900, 0
2017-10-27 00:10:51.649600, 0
2017-10-27 00:10:51.977700, 0
2017-10-27 00:11:01.930900, 0
2017-10-27 00:11:02.274900, 0
2017-10-27 00:11:12.212100, 0
2017-10-27 00:11:12.571500, 0
2017-10-27 00:11:22.462200, 0
2017-10-27 00:11:22.852800, 0
2017-10-27 00:11:32.774700, 0
2017-10-27 00:11:33.181000, 0
2017-10-27 00:11:43.071600, 0
2017-10-27 00:11:43.446600, 0
2017-10-27 00:11:53.384100, 0
2017-10-27 00:11:53.743500, 0
2017-10-27 00:12:03.665400, 0
2017-10-27 00:12:04.040400, 0
2017-10-27 00:12:13.946700, 0
2017-10-27 00:12:14.352900, 0
