Instance, Tickets
2017-10-26 00:00:06.046900, 4
2017-10-26 00:00:16.609400, 4
2017-10-26 00:00:27.000100, 4
2017-10-26 00:00:37.390700, 4
2017-10-26 00:00:47.750100, 4
2017-10-26 00:00:58.140700, 4
2017-10-26 00:01:08.515800, 4
2017-10-26 00:01:18.890800, 4
2017-10-26 00:01:29.406400, 4
2017-10-26 00:01:39.812700, 4
2017-10-26 00:01:50.265900, 4
2017-10-26 00:02:00.890900, 4
2017-10-26 00:02:11.281500, 4
2017-10-26 00:02:21.656500, 4
2017-10-26 00:02:32.047200, 4
2017-10-26 00:02:42.406600, 4
2017-10-26 00:02:52.781600, 4
2017-10-26 00:03:03.156600, 4
2017-10-26 00:03:13.547200, 4
2017-10-26 00:03:23.953500, 4
2017-10-26 00:03:34.328500, 4
2017-10-26 00:03:44.844200, 4
2017-10-26 00:03:55.203600, 4
2017-10-26 00:04:05.578600, 4
2017-10-26 00:04:15.969300, 4
2017-10-26 00:04:26.344300, 4
2017-10-26 00:04:36.719300, 4
2017-10-26 00:04:47.110000, 4
2017-10-26 00:04:57.453700, 4
2017-10-26 00:05:07.844400, 4
2017-10-26 00:05:18.203700, 4
2017-10-26 00:05:28.578800, 0
2017-10-26 00:05:38.891300, 0
2017-10-26 00:05:49.172600, 0
2017-10-26 00:05:59.453800, 0
2017-10-26 00:06:09.750700, 0
2017-10-26 00:06:20.016400, 0
2017-10-26 00:06:30.282100, 0
2017-10-26 00:06:40.547700, 0
2017-10-26 00:06:50.813300, 0
2017-10-26 00:07:01.079000, 0
2017-10-26 00:07:11.360200, 0
2017-10-26 00:07:21.625900, 0
2017-10-26 00:07:31.891500, 0
2017-10-26 00:07:42.172800, 0
2017-10-26 00:07:52.422800, 0
2017-10-26 00:08:02.704100, 0
2017-10-26 00:08:12.969700, 0
2017-10-26 00:08:23.235400, 0
2017-10-26 00:08:33.501000, 0
2017-10-26 00:08:43.766600, 0
2017-10-26 00:08:54.063500, 0
2017-10-26 00:09:04.329200, 0
2017-10-26 00:09:14.626100, 0
2017-10-26 00:09:24.891700, 0
2017-10-26 00:09:35.173000, 0
2017-10-26 00:09:45.454300, 0
2017-10-26 00:09:55.798100, 0
2017-10-26 00:10:06.173100, 0
2017-10-26 00:10:16.501200, 0
2017-10-26 00:10:26.876200, 0
2017-10-26 00:10:37.282500, 0
2017-10-26 00:10:47.673200, 0
2017-10-26 00:10:58.048200, 0
2017-10-26 00:11:08.423200, 0
2017-10-26 00:11:18.751300, 0
2017-10-26 00:11:29.126300, 0
2017-10-26 00:11:39.485700, 0
2017-10-26 00:11:49.845200, 0
2017-10-26 00:12:00.329500, 0
2017-10-26 00:12:10.595200, 0
2017-10-26 00:12:20.985800, 0
2017-10-26 00:12:31.314000, 0
2017-10-26 00:12:41.657800, 0
2017-10-26 00:12:52.048400, 0
2017-10-26 00:13:02.392200, 0
2017-10-26 00:13:12.735900, 0
2017-10-26 00:13:23.142200, 0
2017-10-26 00:13:33.517200, 0
2017-10-26 00:13:43.892200, 0
2017-10-26 00:13:54.236000, 0
2017-10-26 00:14:04.657900, 0
2017-10-26 00:14:14.970400, 0
2017-10-26 00:14:25.439200, 0
2017-10-26 00:14:35.798600, 0
2017-10-26 00:14:47.048700, 0
2017-10-26 00:14:57.361100, 0
2017-10-26 00:15:07.704900, 0
2017-10-26 00:15:18.048700, 0
2017-10-26 00:15:28.423700, 0
2017-10-26 00:15:38.814500, 0
2017-10-26 00:15:49.220600, 0
2017-10-26 00:15:59.548800, 0
2017-10-26 00:16:09.939500, 0
2017-10-26 00:16:20.267600, 0
2017-10-26 00:16:30.626900, 0
2017-10-26 00:16:40.939600, 0
2017-10-26 00:16:51.220700, 0
2017-10-26 00:17:01.486500, 0
2017-10-26 00:17:01.767600, 0
2017-10-26 00:17:12.033300, 0
2017-10-26 00:17:22.314500, 0
2017-10-26 00:17:32.642700, 0
2017-10-26 00:17:42.923900, 0
