Instance, Tickets
2017-10-29 00:00:01.837700, 0
2017-10-29 00:00:12.165900, 0
2017-10-29 00:00:22.650300, 0
2017-10-29 00:00:32.962800, 0
2017-10-29 00:00:43.291000, 0
2017-10-29 00:00:53.619100, 0
2017-10-29 00:01:04.087900, 0
2017-10-29 00:01:14.384800, 0
2017-10-29 00:01:24.697300, 0
2017-10-29 00:01:35.197300, 0
2017-10-29 00:01:45.494200, 0
2017-10-29 00:01:55.963000, 0
2017-10-29 00:02:06.228600, 0
2017-10-29 00:02:16.541200, 0
2017-10-29 00:02:26.869400, 0
2017-10-29 00:02:37.197400, 0
2017-10-29 00:02:47.572500, 0
2017-10-29 00:02:57.900600, 0
2017-10-29 00:03:08.322500, 0
2017-10-29 00:03:18.681900, 0
2017-10-29 00:03:29.056900, 0
2017-10-29 00:03:39.478800, 0
2017-10-29 00:03:49.744500, 0
2017-10-29 00:04:00.057000, 0
2017-10-29 00:04:10.510100, 0
2017-10-29 00:04:20.822700, 0
2017-10-29 00:04:31.119500, 0
2017-10-29 00:04:31.682000, 0
2017-10-29 00:04:41.947700, 0
2017-10-29 00:04:52.228900, 0
2017-10-29 00:05:02.822700, 0
2017-10-29 00:05:13.119600, 0
2017-10-29 00:05:23.463400, 0
2017-10-29 00:05:33.807200, 0
2017-10-29 00:05:44.135300, 0
2017-10-29 00:05:54.463500, 0
2017-10-29 00:06:04.760300, 0
2017-10-29 00:06:15.057500, 0
2017-10-29 00:06:25.385400, 0
2017-10-29 00:06:35.854100, 0
2017-10-29 00:06:46.229200, 0
2017-10-29 00:06:56.541700, 0
2017-10-29 00:07:06.854200, 0
2017-10-29 00:07:17.166700, 0
2017-10-29 00:07:27.604200, 0
2017-10-29 00:07:37.916800, 0
2017-10-29 00:07:48.213800, 0
2017-10-29 00:07:58.557400, 0
2017-10-29 00:08:08.901300, 0
2017-10-29 00:08:19.213700, 0
2017-10-29 00:08:29.651200, 0
2017-10-29 00:08:40.073200, 0
2017-10-29 00:08:50.495000, 0
2017-10-29 00:09:00.791900, 0
2017-10-29 00:09:11.088800, 0
2017-10-29 00:09:21.510700, 0
2017-10-29 00:09:31.995100, 0
2017-10-29 00:09:42.276400, 0
2017-10-29 00:09:52.557700, 0
2017-10-29 00:10:02.807700, 0
2017-10-29 00:10:13.073300, 0
2017-10-29 00:10:23.370200, 0
2017-10-29 00:10:33.760900, 0
2017-10-29 00:10:44.151800, 0
2017-10-29 00:10:54.510900, 0
2017-10-29 00:11:04.823600, 0
2017-10-29 00:11:15.167200, 0
2017-10-29 00:11:25.479700, 0
2017-10-29 00:11:35.932900, 0
2017-10-29 00:11:46.261000, 0
2017-10-29 00:11:56.620400, 0
2017-10-29 00:12:07.042300, 0
2017-10-29 00:12:17.401700, 0
2017-10-29 00:12:27.729900, 0
2017-10-29 00:12:38.026700, 0
2017-10-29 00:12:48.323600, 0
2017-10-29 00:12:58.651800, 0
2017-10-29 00:13:09.011200, 0
2017-10-29 00:13:19.526900, 0
2017-10-29 00:13:29.761200, 0
2017-10-29 00:13:40.105000, 0
2017-10-29 00:13:50.448700, 0
2017-10-29 00:14:00.901900, 0
2017-10-29 00:14:11.214600, 0
2017-10-29 00:14:11.542600, 0
2017-10-29 00:14:21.776900, 0
2017-10-29 00:14:32.167600, 0
2017-10-29 00:14:42.448800, 0
2017-10-29 00:14:52.902000, 0
2017-10-29 00:15:03.214500, 0
2017-10-29 00:15:13.527100, 0
2017-10-29 00:15:23.823900, 0
2017-10-29 00:15:34.167700, 0
2017-10-29 00:15:44.464600, 0
2017-10-29 00:15:54.699000, 0
2017-10-29 00:16:05.136500, 0
2017-10-29 00:16:15.433400, 0
2017-10-29 00:16:25.730300, 0
2017-10-29 00:16:36.058500, 0
2017-10-29 00:16:46.621000, 0
2017-10-29 00:16:56.917900, 0
2017-10-29 00:17:07.199200, 0
2017-10-29 00:17:17.511600, 0
2017-10-29 00:17:27.933600, 0
2017-10-29 00:17:38.246100, 0
2017-10-29 00:17:48.589800, 0
2017-10-29 00:17:58.871100, 0
2017-10-29 00:18:09.199300, 0
2017-10-29 00:18:19.605500, 0
2017-10-29 00:18:30.043100, 0
2017-10-29 00:18:40.433700, 0
2017-10-29 00:18:50.715000, 0
2017-10-29 00:19:01.121200, 0
2017-10-29 00:19:11.433800, 0
2017-10-29 00:19:21.855600, 0
2017-10-29 00:19:32.152500, 0
2017-10-29 00:19:42.590100, 0
2017-10-29 00:19:52.902600, 0
2017-10-29 00:20:03.308800, 0
2017-10-29 00:20:13.605700, 0
2017-10-29 00:20:23.918300, 0
2017-10-29 00:20:34.215200, 0
2017-10-29 00:20:44.527700, 0
2017-10-29 00:20:54.902700, 0
2017-10-29 00:21:05.246500, 0
2017-10-29 00:21:15.559000, 0
2017-10-29 00:21:25.949600, 0
2017-10-29 00:21:36.418400, 0
2017-10-29 00:21:46.777800, 0
2017-10-29 00:21:57.092400, 0
2017-10-29 00:22:07.387200, 0
2017-10-29 00:22:17.684100, 0
2017-10-29 00:22:28.106000, 0
2017-10-29 00:22:38.402900, 0
2017-10-29 00:22:48.731000, 0
2017-10-29 00:22:59.074800, 0
2017-10-29 00:23:09.403000, 0
2017-10-29 00:23:19.809200, 0
2017-10-29 00:23:30.090500, 0
2017-10-29 00:23:40.512500, 0
2017-10-29 00:23:50.809300, 0
2017-10-29 00:24:01.168700, 0
2017-10-29 00:24:11.512400, 0
2017-10-29 00:24:21.903100, 0
2017-10-29 00:24:32.215600, 0
2017-10-29 00:24:42.528100, 0
2017-10-29 00:24:52.825000, 0
2017-10-29 00:25:03.106300, 0
2017-10-29 00:25:13.450100, 0
2017-10-29 00:25:23.762600, 0
2017-10-29 00:25:34.153200, 0
2017-10-29 00:25:44.450100, 0
2017-10-29 00:25:54.762700, 0
2017-10-29 00:26:05.075200, 0
2017-10-29 00:26:15.372100, 0
2017-10-29 00:26:25.778300, 0
2017-10-29 00:26:36.184800, 0
2017-10-29 00:26:46.512800, 0
2017-10-29 00:26:56.856500, 0
2017-10-29 00:27:07.169100, 0
2017-10-29 00:27:17.466000, 0
