Instance, Tickets
2017-10-29 00:00:02.322100, 0
2017-10-29 00:00:09.540900, 0
2017-10-29 00:00:12.587800, 0
2017-10-29 00:00:19.806500, 0
2017-10-29 00:00:23.025300, 0
2017-10-29 00:00:30.087800, 0
2017-10-29 00:00:33.369100, 0
2017-10-29 00:00:40.337800, 0
2017-10-29 00:00:43.603500, 0
2017-10-29 00:00:50.603500, 0
2017-10-29 00:00:53.978500, 0
2017-10-29 00:01:00.900400, 0
2017-10-29 00:01:04.400400, 0
2017-10-29 00:01:11.181700, 0
2017-10-29 00:01:14.744100, 0
2017-10-29 00:01:21.431600, 0
2017-10-29 00:01:25.056700, 0
2017-10-29 00:01:32.744200, 0
2017-10-29 00:01:35.666100, 0
2017-10-29 00:01:43.025500, 0
2017-10-29 00:01:45.900500, 0
2017-10-29 00:01:53.306700, 0
2017-10-29 00:01:56.306700, 0
2017-10-29 00:02:03.603600, 0
2017-10-29 00:02:06.619300, 0
2017-10-29 00:02:13.869200, 0
2017-10-29 00:02:16.916100, 0
2017-10-29 00:02:24.150500, 0
2017-10-29 00:02:27.260000, 0
2017-10-29 00:02:34.431800, 0
2017-10-29 00:02:37.525600, 0
2017-10-29 00:02:44.713100, 0
2017-10-29 00:02:47.963100, 0
2017-10-29 00:02:54.978700, 0
2017-10-29 00:02:58.244300, 0
2017-10-29 00:03:05.291300, 0
2017-10-29 00:03:08.697500, 0
2017-10-29 00:03:15.572500, 0
2017-10-29 00:03:19.025600, 0
2017-10-29 00:03:25.853800, 0
2017-10-29 00:03:29.416300, 0
2017-10-29 00:03:36.119400, 0
2017-10-29 00:03:39.853800, 0
2017-10-29 00:03:46.400700, 0
2017-10-29 00:03:50.150700, 0
2017-10-29 00:03:56.682000, 0
2017-10-29 00:04:00.494500, 0
2017-10-29 00:04:06.947600, 0
2017-10-29 00:04:10.885100, 0
2017-10-29 00:04:17.228900, 0
2017-10-29 00:04:21.135100, 0
2017-10-29 00:04:27.494500, 0
2017-10-29 00:04:31.541400, 0
2017-10-29 00:04:37.791500, 0
2017-10-29 00:04:41.775800, 0
2017-10-29 00:04:48.072700, 0
2017-10-29 00:04:52.057100, 0
2017-10-29 00:04:58.369600, 0
2017-10-29 00:05:02.682100, 0
2017-10-29 00:05:08.650800, 0
2017-10-29 00:05:13.010200, 0
2017-10-29 00:05:18.947800, 0
2017-10-29 00:05:23.322800, 0
2017-10-29 00:05:29.229000, 0
2017-10-29 00:05:33.588400, 0
2017-10-29 00:05:39.525900, 0
2017-10-29 00:05:44.025900, 0
2017-10-29 00:05:49.807200, 0
